,text,rating
127,I was never an avid reader. I would read in the summer by the pool but it would take me weeks to finish. I have now almost read 12 books in 4 months. It works both inside and outside without having a glare from the sun. Hold a charge for weeks. Love this!,5.0
128,"As an avid reader I love a Kindle.
I traded my 2019 Kindle for this larger 6.8 screen and I love it.
As a full-time RVer my Kindle is a good friend. The battery life on this Kindle is much better than my previous Kindle.
I love the larger screen as I read outside a lot.",5.0
129,"Just perfect for reading. I don’t have the space for a big library like I did in my old big beautiful house before downsizing. Sold my book collection and now I have any and all of them available in this little Kindle book. ❤️ Easy on the eyes. Much better than iPhone kindle app, of course.",5.0
130,So nice and easy for reading. The ad’s are a bit annoying and the screen can be slow/glitchy at times,4.0
131,"Exactly what I wanted. An electronic dedicated to reading makes me feel Boujee lol. I love it and it feels lightweight and easy to travel with. It’s definitely worth the money. I love how it connects to my Goodreads app and automatically updates it from when I started the book to when I finish it, without
me manually having to put it in. My only issue is that I still have a hard time finding a case that fits it.",4.0
132,The battery holds the charge! I read a lot and my old kindle needed to be recharged constantly! I finally splurged on a new one! Very happy with my decision.,4.0
133,The battery life on kindles is my favorite part.,4.0
134,"This is lightweight, easy to adjust lighting settings, and has amazing storage. I got it a couple days ago and have already read 2 books, it's easy to handle and carry around everywhere and is a great gift for a reader in your life that wants to save some shelf storage. I can check out and return a book to kindle unlimited in minutes and it saves my wallet from going to Barnes and Noble every time I want to try out a new book. It is definitely worth the money",4.0
135,My first new Kindle in years. Still my favorite entertainment.,4.0
136,This is my first Kindle and I love it.,4.0
137,I have had several kindle and I have tosay that this is my least favorite. I bought this last July. Some things that occur are when I touch the screen to move forward to the next it may take me several pages ahead or backwards. Annoying! Or settings keep popping up. Today it I opened it and after it woke up it went to a black screen.. I restarted it but not holding the button for 40 seconds which is not the easiest thing to do. Called customer service and she was very helpful. Amazon you need to step up your game for future models!,4.0
138,"Sientes como si estás leyendo en papel. Nunca había tenido un ebook reader y la experiencia ha sido muy buena. Lo unico que veo es que el procesador no es tan rápido cuando estamos cargando un libro. Deberían mejorar el explorador de Internet, ya que en Estados Unidos tenemos acceso on line a las bibliotecas públicas donde podemos tomar libros prestados, y este explorador no ayuda en nada para eso porque es muy lento y se ve muy pequeño el contenido.",4.0
139,"Is easy to take when going out.
Easy on the eyes.
Love it.",4.0
140,"I had one the original Kindles when it came out but I was still in middle school then and didn't do much reading. I found the device slow and laggy, and the screen's ""warm mode"" was awful. It was like a murky orange overlay just put over the screen. It was unreadable for me.
No so with the Paperwhite! The display is much more responsive than past models, and it looks great to read on! The screen is very easy on the eyes. The warm mode is now much better and perfect for my late-night reading. What I love most is the portability. It's smaller than an iPad so it easily slides into my backpack or laptop bag when I want to take it somewhere. But, I've also found myself reading on it more and more at home!",5.0
141,Love my kindle paper white! It honestly reads the same as a book and does not hurt my eyes as I am someone who gets headaches from screens.,5.0
142,"I was stubbornly anti kindle for years but I was accumulating too many books not to mention the cost. I've had this kindle paperwhite for a couple months and have really enjoyed using it. It's easy to take with me, I can read at night in bed without having a light on, it's much cheaper than buying books and I don't have to worry about where to store them. I wish I hadn't waited so long to try it.",5.0
143,"I looked at several variations of the Kindle products. I decided I did not need the fancy additions of the top of the line model, I just wanted to be able to read books. I did buy a case for it, that has a loop for a hand hold and found that makes it more comfortable to hold it for long periods of time when I read in bed or on the couch. The battery life lasts a long time. I downloaded a couple of books on it and took it on our 7 day cruise. It was fabulous. Lightweight, took up less space than packing actual books, and was easy to read in bed at night or in the sun on the pool deck.

Sometimes the touch screen seems to respond a little slow, but maybe that is totally normal. I am used to the speed of computers and iPads.

Speaking of iPads, I much prefer reading books on my Kindle over my iPad. Less tiring on my eyes, lighter weight to hold, and seems more like reading a book. It is NOT colorful. It reads like a black and white paperback. I think you can adjust some settings to change the brightness, but there is NO color. So if you like to read things in color this is not for you.",5.0
144,Works as expected. The delivery was a bit of an issue. Not sure what that was about. Had to cancel the 1st one because it was lost and thus one came late. I usually never have an issue but something to think about if you are counting on the 2 day delivery for a gift. Maybe best to purchase locally,5.0
145,I am very happy with my Kindle Paperwhite (8GB). It's light weight and fits in my purse for traveling. I love that you can load books in advance of travel which I highly recommend. Many hotel wifi's do not support downloading books on the Kindle which is the only downside I have discovered. I also use it to download library books as well. I enjoy switching back and forth between the light and dark modes depending on my surroundings. Fabulous purchase!,5.0
146,"After 8 months of consistent use, I'm finally ready to review this device from the perspective of a post-graduate/student studying for certifications.

I'm a somewhat recent college graduate who, before, hadn't read a book since high school and was just as unwilling to go out of my way to buy a book I likely would start to read and forget about halfway through. That said, prior to trying the Kindle out, I was just as unwilling to switch to an e-reader - adamant in my own head that I can't stand reading on anything other than paper. With that out of the way, here's my review.

Pros:
- The e-paper display, though purely monochromatic, allows for very easy reading that honestly doesn't differ much from printed text.
- Due to the type of display used, battery life is almost a non-factor. The 'screensaver' will distract you from that and I admit, it took me a while to get over. If it's that big of an issue, you can always get a case with a front cover (the Kindle will lock automatically when 'closed')
- Selection of books on Kindle Unlimited are vast and many. Furthermore, importing other documents or e-books downloaded on your PC is as easy as emailing said files to your Kindle - though the instructions to do so could've been a little clearer. My free time has been taken over as such from reading novelizations of my favorite manga.
- If you're a student with a lot of required reading or a need for supplementary material of any kind, I think you'll find the Kindle to save you both time and money (most importantly).

Cons:
- Aforementioned e-paper display will turn off people who aren't as familiar with the tech. It's nothing comparable to the newer LED/OLED/MiniLED displays on your phones or tablets; it's meant to run minimal power for its function, a feature I came to appreciate but came with some patience as well.
- Something I hadn't noticed until using for some time is, though I can always 'zoom' to increase/decrease text size, that I wouldn't have minded going for a larger display - strictly for comfort.
- I hate how the 'lock' button is on the bottom. I usually use my pinky for my book to perch on while I read but trying to do so here left me fiddling with a locked Kindle more times than I'd like to count. I countered this by getting a case with a strap on the back by which I can hold the device, but after a while, it didn't take long for me to get over it and avoid that spot entirely.

Ultimately, I wish I had purchased this device during college. From a student's perspective, it's invaluable considering the costs of textbooks. Even now, as I pivot from my degree to a totally new field of study, there are countless books on Kindle Unlimited I can use for reference. From deep philosophical thought experiments by Einzelganger to RPi4 and Arduino projects, the Kindle is something you may not use everyday but you'll be very glad you bought one whenever the need should arise.",5.0
147,"I purchased my 6th Gen Paperwhite in 2013 or 2014, so it's held up well considering. I believe I purchased it refurbished, too. So that says a lot about the quality and longevity of the product. There is nothing wrong with my 6th Gen Kindle; it's in perfect working condition. But because it's almost 10 years old, I wanted to upgrade. SO GLAD I DID. First, the screen resolution is much better and brighter (212ppi vs 300ppi). The screen is noticeably larger in a good way (6"" vs 6.8), but still feels comfortable while holding with one hand. I love that I can listen to audible books (requires a connection to a Bluetooth device as there are no speakers on the unit). While I do have a Kindle Fire HD 10 Plus, I prefer reading fiction on the Kindle Paperwhite. Overall, this is a big improvement over the 6th generation specifically, and I couldn't be happier.",5.0
148,"I have been a Kindle user from the beginning. This is my 4th one. This one is also as far as benefits, I am not seeing it. In theory, the essentially having to charge approximately 4x a year. I've had this for about a month and have charged it 4x. Do I use it a lot, and got extended times, yes, but geepers in dark mode and on 7 I shouldn't be charging it as often as my smartwatch...I've also noticed the sending back of books under KU and getting new ones is exponentially slower than past Kindles. I have to shut it all the way to reboot to get the books to load. That gets annoying real fast. The only reason I got this new one was because my old one is nearing EoL. It lasts a day and the screen had a flicker. I figured a new one would be a winning option.",5.0
149,I debated for over a month on whether to buy the new kindle paperwhite. I recently started reading again after stopping social media. I was reading on my phone & iPad and noticed it was straining my eyes. I been eyeing which one to buy & very pleased with this one. It was way smaller than I expected & took me back a bit when I seen the size but it's very portable and easy to stuck in purse. Heck it might fit in a mans jeans pocket. I do really like the c USB charging port so I dont have to look around for a charger I've always got a charger with me. I've only had to charge it once in 2 weeks & im a daily reader. I also purchased the kindle cover case which I don't care for because of the way I hold it to read while laying in bed a night. I ended putting the case on backward so it's easier to grip while laying on my side to read. I do wish they changed where the off button is I've accidentally turned it off a view times while reading. The device is very light & although small I think it's size is perfect know that im reading on it. The touch screen is very responsive. As I have accidentally flipped back and forward accidentally while reading I place my fingers on screen as I read to hold. Its just small things I've found I dont like but nothing bad enough to make me return the device as I am still very happy with it. If your new to e-reading like I am I think you will be very happy with this device,5.0
150,I absolutely love this kindle! My first time purchasing a kindle. I was always against e-readers because I love the smell of a fresh book and love going to book stores but mannnn this thing is a game changer. I read 4 books already in less than a month when I couldn’t even finish a single book last year. Always spacing out or getting distracted… not with the kindle. 10/10,5.0
151,"I'll break it down as briefly as I can

1) USB C - finally

2) Battery life - like my dumb Casio watch: something that I don't have to worry about. After I owned my Oasis for a while, I bought one of the last gen paperwhites to carry it around with me in situations where I would be less devastated if it became damaged. Then, I became mad at how much better the battery life was on the paperwhite. Now, my new paperwhite blows the old one out of the water (I've only owned the last gen one for two years and have only used it lightly). This is how I wish all technology was: charge it up for about an hour and then you're good for at least the next two weeks.

3) Speed - I didn't have the new Oasis, but from my understanding, the generational differences only include the warm light. I did a side-by-side between this Paperwhite and the Oasis and in every situation that I saw, the Paperwhite was at least as fast as the Oasis and sometimes faster.

4) Feel (Ergonomics) - The Oasis is ergonomically the worst kindle amazon has made since the original kindle. I don't say that lightly. I wanted to love how the Oasis felt because I did love how it looked. But between the harsh metal edges all around the front face of the device and the oil/sweat slipping against the aluminum back, it was impossible for me to read without consciously thinking about it. Then, I would use my last-gen Paperwhite and, again, become annoyed by the reality that I enjoyed how it felt better. This Paperwhite has the same design on the back of a very grippy rubber/plastic substance that allows the device to be held securely without consideration. There's one thing I've left out until now: one-handed reading. The whole point of the Oasis' asymmetrical design is to make that easier. So, there it is. That's the thing I gave up, right? No. The fact of the matter is that all the ergonomic support provided by uneven distribution means nothing when the metal shell feels like a banana was smeared all across the back. The Paperwhite is fine in one hand because of the way that the back allows for optimal grip to be maintained.

5) Screen size DOES matter - As much as I disliked many things about the old Paperwhite, I could never give up the screen size. That extra inch of screen changes everything. Then, the new Paperwhite came out and I knew what I had to do.

6) Warm light - Just another thing that removes the barrier of technology from the reading experience.

7) Price - $15.92 No, seriously. A price drop on top of a promotion on top of a trade-in allowed me to walk away with this Paperwhite for just that. But even if it didn't, there's a $120 difference between the Oasis and the Paperwhite signature edition and a $140 difference between the Oasis and the regular Paperwhite. I cannot find a way to justify the price of the Oasis when the Paperwhite can do all of the same things just as well.

Anyways. Hope this helps anyone asking themselves if they should go for the Oasis instead. The answer is a resounding ""No"".",5.0
152,"I have never owned a Kindle before and always read from my phone or a previous tablet. I did a lot of research trying to decide between the paperwhite and the traditional Kindle. Then when the new colors came out of the paperwhite a few weeks ago and were only a few dollars more then the traditional Kindle, I decided to purchase. I absolutely love this Kindle. I am one who also likes the feeling of a traditional book, and I feel like the paperwhite gives you that feeling. I decided to go with this one versus the traditional because I am hoping to read outside when warmer weather approaches and I have concerns if it accidentally became wet. So far, I love the Kindle Paperwhite!",5.0
153,"Thank you for offering the trade-in program. I got $25.00 for my old kindle plus 20% off a new kindle (total $59.00). I’m so in love with this new paper white. It came with 3 months unlimited for free so I’ve been reading several books a week! It’s lightweight so I keep it in my purse and pull it out to read everywhere. I adjusted the setting so the font and lighting is perfect for me and I’m loving this device so much. My battery doesn’t last as long as the other reviewers and I’m not sure why.maybe because it’s on Wi-Fi or maybe the brightness of the setting I have it on? It’s not a big deal because I have to charge it each night so Ive been able to read on breaks at work, in waiting rooms, waiting in the car line at my daughters school, just everywhere. I feel like people who enjoy reading will renew their excitement with an easy to use device that this version is. I’ve discovered a new to me author on Unlimited named Freida McFadden and I intend to read her entire catalog that the kindle library has so thank you for the free trial and for making the return of my trade in kindle so easy.",5.0
154,"My kindle lost its battery life in Florida and I bought this one. Absolutely loved using on the beach. Could see what I was reading. I also love that at night you can switch to night screen and then it’s not too bright. And, and the battery life. I have been home a week and a half and still haven’t come close to needing to charge it. Highly recommend.",5.0
155,"I graduated to the Paperwhite from my Kindle Touch based on recommendation from my ophthalmologist. I had been doing all my reading on an iPad.
The best feature of the Paperwhite is the screen. Less stress on the eyes.
Not so great issues: the system processor is slow; cannot find a search function in the user guide; screen is very touchy, fat fingers can move you up or back 10 pages; behind the scenes functionality like setting font, brightness, etc., are not intuitive like an iPad.
In my opinion the Kindle app for iPad is the best, fastest, and most intuitive program for managing your books from Amazon. Depending on your eyesight, the Paperwhite is much less stress on your eyes.
Update: now experiencing long lags between touching the screen and resulting action. Will not scroll back to previous pages. I have to go back to the beginning of a chapter and scroll forward to find what I am looking for. Also highlights feature does not always work.",5.0
156,"A reluctant e-reader adaptor, for several years I read on a tablet. Worked out the tech part, borrowing from library, buying, etc. But the screen and sitting/prone position was sometimes awkward, hurt my wrist! Then my step-son came with his Paperwhite (and old one) and I my eyes were opened. It was much lighter and much better than my tablet. PLUS, he was on a long vacay from Europe and not at all worried about charger. Last weeks he said. Got one the next week (insisted on one without pesty ads). Plan on enjoying it for a long long time. I can read lying on my side and with a flick of my finger, the page is turned. Very restful (and fast) way to read!",5.0
157,"I had a Kindle many years ago that I had gotten for Christmas and somehow I either missed placed it or I left it on an airplane. I searched high and low for weeks on end trying to find it and couldn’t locate it. Finally, I got a new one for my birthday and I absolutely love this new version.

I absolutely love this kindle it is amazing and the back light is perfect for when you’re lying in bed can’t sleep and your mind is wandering and racing. Open your Kindle and get your nose into a good book. Pair this with the Kindle unlimited program and you can read until your little hearts content and browse through today’s top magazines. I highly recommend this for any active reader or anyone wanting to Get their fill of the next crime novel. This is also good for children. I think there’s a children’s version as well. Just make sure you get a protective case and a screen cover protector with it.",5.0
158,I’m so glad I bought one of these. Specifically this one. I was hesitant since there’s cheaper ones but I’m happy. Love that I can read with the light off. The warm light setting is awesome. Easy on the eyes.,5.0
159,"The only thing that got me to upgrade to this kindle from my 3rd gen kindle was that my older version's battery stopped taking a charge. It was like losing a faithful pet and facing the uncertainty of a new one living up to the standards set by the one you lost.

I'm a bit of a luddite when it comes to electronics and prefer them to be as simple as possible. I still prefer holding a paperback novel, but I've come to enjoy the portability a Kindle brings to one's book collection. I hate the constant need to re-learn new software, though, hence my resistance to upgrading until I had to.

If you are anything like me, I can assure you that there are features on this version of Paperwhite that will grow on you even as you miss features you no longer have. Here are my pros and cons:

Pros:
-Backlighting and its adjustability makes for comfortable reading, especially in the dark if your partner is sleeping next to you. I used to have to get up and go to another room because my old Kindle had no lighting.
-good battery life, especially if you keep it in airplane mode unless you are downloading a book.
-Your library list tells which books in your collection you have already read, which are partially read, and which are new. Not a critical feature, but nice. I wish they would tell you which one they are in a series, though. That would be even more helpful.

Cons:
-This Kindle doesn't have has much area around the screen to hold the kindle without accidentally touching the screen and turning pages when you don't want to. A case is a must to help with this, but that adds weight to holding it. It makes me miss the buttons on my gen 3 Kindle.
-I don't care for the icons for book titles when you are searching for a book. It's attractive, but the artwork makes titles harder to read when they are so small and this version doesn't let you switch to get a simple typed list view. I've tried and searched on line for help to be able to do this, but none seem to apply to this version. You also have to do a lot more scrolling because only 6 icons fit on a screen at a time.
-Trying to find what you are looking for can be like getting through a phone tree. It takes too long to find what you need. Maybe it would be an easier transition for customers not using a Kindle as old as mine was, but after several months, I still find I have to really hunt to remember where a feature is.
-No More Whispernet! You have to be around a router to download books. I don't travel as much as I used to, but the ability to download a book in a moving car was a wonderful thing and I know I will miss that. --I'm not crazy about the extra step to download a book after I purchase it, either. Why is that no longer automatic if you are connected?",5.0
160,it is really handy and light weight when you are just laying in bed reading but i accidentally dropped it from not even that high up and put two lines in the screen but hardly recognize it when focused on reading,4.0
161,it is so light and easy to use- this is my first one and i don't know how i lived without it so long.,4.0
162,"I am so happy I didn't spend the money for the ad-free version. You don't even have to wait for ads to go away and they are only there when first turning on. This unit is lovely! So very easy on the eyes, much better than reading stuff on my phone. Easy to get back to your spot, select books, turn pages, look up a word's meaning, I am so happy with this reader. I can read in the bright sun or shade, the dark, anywhere at all. I got a cover for it that will stand up, its perfect. I have read more books in the past 8 weeks than the past 3 years. I got it with the free 1 year of Kindle unlimited, which doesn't get you every book under the sun but it gets you enough and with a free year of it. . . . hey why not! I'll see how many books I actually read and decide if worth it after that.
Great buy.",4.0
163,"I had a kindle a long time ago, then more recently started reading again but using the kindle app on my phone. I felt bad about it always looking like I was on my phone to my 6 year old, so I started looking at the kindles. Works very well, and now my kid doesn’t think I’m just glued to my phone, he knows mom is reading.",4.0
164,"I have not had a Kindle reader in years, but thought I would like to try one again. I am glad I did.",4.0
165,"I was very very skeptical of my purchase because i’m not fond of eReading of any kind. however, before a recent trip, I decided it was better to get over it than lug around several #s and thousands of pages of books. made myself a promise to make the purchase worth it by reading every OTHER book on my kindle. so far i’ve read 6 books straight on the kindle without picking up a physical book yet. I won’t be swearing physical books off, but, i’ll begrudgingly admit i’m very happy with my purchase.",4.0
166,"I had a 2018 Paperwhite and I upgraded to this one and I'm SO GLAD I DID. The screen is bigger, the warm light and dark mode give it extra perks, it is so light. Love love love.",4.0
167,"This is such a nice little ereader. I love the backlight and the size. I also ordered the cover in denim and that just added to the package.

Wish I would have bought this sooner!",4.0
168,I like the non glare screen that I can read easily outside. One issue is that the page turn is so sensitive that it frequently tuns more pages than one and I’m still working on my touch.,4.0
169,My 3rd kindle and the best yet. I love this thing especially because I can read it before sleep and not get bombarded by blue light and can read it at the beach too in full sun.,4.0
170,"I finally recently got a newer version. More features, same great product. I like that there's more lighting features/warmth of colors.",5.0
171,"Bought it for my sister. She was a skeptic at first, but now says she loves it. Another Kindle convert :)",5.0
172,The “book” is just the right size. It is lightweight and easy to read and has a long battery life.,5.0
173,"Lots of nice new features, but still get an occasional blank screen. This was actually a new glitch in my Gen 7 Kindle--didn't used to have that problem. It's annoying, but not a deal killer...",5.0
174,"The battery life on this Kindle is insane! I can sit up all night reading a long book for 6 hrs, and only lose a few percent charge. One charge can gain you weeks.",5.0
175,"The product is a great device for people who probably want to highlight their content and go through the content they highlighted. For education, I’d say it’s not too bad, and not too good based off experience.

If more RAM was on this device, responsiveness of the device could be far better. When it goes to screen orientation, there are only two directions for holding the EReader. The issue here is if the device is held with the right hand, chances are a person could accidentally flip to the previous page.

Battery life is outstanding in terms of how long it lasts on a single charge and how time convenient the EReader is to fully be charged.

The only issue I would have to state is the responsiveness for changing pages and having to restart the device to get the device to be more active. Trying to type fast is not a good idea for an EReader as it is obviously clear that the device is only meant for reading, and not typing.

Fonts, spacing, the dictionary, and customizability: the font sizes and font types are quite great. Not to mention that the EReader does let the reader know how much of the book is covered and what the time is, except for the fact that at certain times of the year, time does change by about two hours, which I really should say adding such an automatic feature would be good.",5.0
176,Great Product,5.0
177,"This is my first ebook reader, I’ve always been an avid reader but then after reading on my phone, I took the plunge and got my kindle pw and it goes with me every, even to work. I’m able to read in any lighting in any room any part of the day. First time in my life that in a read into the early morning reading but I’m loving it! Depending where I’m reading I adjust my font easily. People who see my reading don’t like that you can kinda still see the words on the last page but I like the aesthetic. If you want to make reading more of pleasure in your life but you’re own the go, I highly recommend. I use kindle unlimited and my library’s online program and I read about 5 books a month now.",5.0
178,traded in an old paperwhite for this. Nice update of kindle without being too complicated. Haven't tried all the features yet. Need a larger cover as it's a bit bigger which I didn't realize when purchasing,5.0
179,I love how easy it is on my eyes to read. I am getting used to no buttons like my original kindle.,5.0
180,Great,5.0
181,"Overall, I LOVE my new kindle paperwhite. Can't stress enough that it really has overall been a great purchase. I love having a dedicated e-reading device as other things don't interupt and distract my reading time, etc... I now refuse to read e-books on any other device as I much prefer reading on my Kindle.

Pros:
-Absolutely love the adjustable warm/blue light options and dark/light mode (as I can read comfortably in the dark without disturbing others)
-In love with the fact its waterproof so I can read in the tub/pool/etc...
-wifi connectivity awesome feature
-The kindle store experience isn't as good as it is on a tablet/smart phone but was way better than expected
-size and weight are just right for holding and reading.
-I've read it several hours a day and the battery still managed to last at least a week plus. And if I don't read as often and leave it in airplane mode with bluetooth off it lasts a very, very, very long time without re-charging. So no complaints there.

Cons:
- Biggest con is as of 2022 kindle paperwhite doesn't support immersion reading (i.e., listening to audiobook and seeing book text at the same time) you can only do one or the other/switch between the two. As an exclusive e-reading device I was very disappointed it doesn't support this particular feature.
-It occasionally glitches either skipping ahead by several pages, or makes me tap/swipe a few times when I attempt to navigate backwards in my book. Its not a deal breaker as it happens rarely but still can be slightly annoying at times. This may also improve with updates in the future.
-The screen does smudge quite easily/noticably but when reading you can't really tell
-a little sad it doesn't have its own speakers to listen to audiobooks, but I knew this buying it and it does connect well to my bluetooth devices. Also, not including internal speakers does keep it very slim which is nice.
-There are one or two e-books I own that ""aren't formatted"" for the kindle so I can't read them, but its quite rare. Also I wouldn't recommend reading comic books, graphic novels, or childrens picture books on a kindle as they are all black and white and don't show color (and the pages are smaller and text can be quite difficult to read) However none of these books really read well on normal tablets/smartphones either as they are usually best as hard copies. That being said my toddler still enjoyed reading the one or two kids picture e-books I do own on the device. But its best and really designed for text only chapter books for older kids/adults.

Other comments: other reviewers mentioned that the power button is not in a good location as its on the bottom of the device. They stated they occasionally accidentally turn it off while reading (especially if you hold it right handed). I agree its in a bad spot/is slightly inconvenient but it hasn't caused me to accidentally turn it off. So overall this hasn't been an issue for me.

Overall I would buy it again, and I would definitely purchase the paperwhite over the standard kindle if you can afford to (although the standard is still a good experience).",5.0
182,Purchased this device for my husband… unbeknownst to us apparently we purchased one with ads. Cost us an additional $20 to have Amazon remove the ads. Absolutely ridiculous! Purchased on sale… Amazon should do better.,5.0
183,"Worth it!! Just get it without the ads, trust me it’s a much more enjoyable experience!",5.0
184,Just buy it! You won’t regret it! My morning subway commutes got so much better 😍,5.0
185,"Because of kindle, I started reading again. I am 69 and don't feel any strain in my eyes reading thru Kindle.",5.0
186,"I really enjoy reading myself to sleep. The issue, (as I’m sure is true with many couples) is keeping a light on while my my wife sleeps. Now, I can read at night, and with none of the eye strain that comes with reading from a phone or tablet. Even the “Dark Mode” is pleasant and not those harsh white glowing letters on black, but looks more like white ink on black paper. I agree, there’s nothing like a book, but this prodigals me reading much more.",5.0
187,"This was the absolute best purchase I have made in a while!! I just picked up reading recently and this really helped me get going. It’s extremely user friendly and has amazing features compared to some older models. I am overall OBSESSED with this e-reader. I literally took this with me to universal. It has a thick durable feel, though I wish it was made out of aluminum metal or a metal material like the oasis, but it still serves!! If your thinking of buying one BUY IT you will not be disappointed.",5.0
188,Been using my kindle nonstop since I got it. Good battery life and adjustability.,5.0
189,"Didn’t think i’d like reading digitally, but now i hate reading physical books! This kindle is incredible, lightweight, has an incredible battery and i love the size of it, especially since i love reading in bed. 10/10 purchase",5.0
190,my second paper white. great product but just couldn't get it to work for me. it came in my name so I thought it was good to go. I use it to read e-books from my library but just couldn't get it to work. I ordered it one day and the next day the price had dropped $40. don't know if amazon would have given me the discount price. I didn't ask but this price drop made it easier for me to send back.,4.0
191,Es muy ligera rápida fácil de manejar y su autonomía es muy buena,4.0
192,I got this Kindle because my eyes hurt from reading ebooks on my phone. There is no glare. It’s also very lightweight. The battery lasts a long time as well.,4.0
193,My wife has always been the one that loves to read. She finally convinced me to start looking into titles just to see what might interest me. I found something I might like and shortly after I ordered my Kindle Paperwhite. The large screen and loooong battery life has really impressed me. With that being said I don't read a ton but usually read nightly to fall asleep and read during the night if I wake up randomly. It has been so much better than mindlessly scrolling on my phone in the middle of the night. I have found books I really enjoy and I would recommend this Kindle to anyone I know!,4.0
194,Excellent product,4.0
195,"I have actually always preferred actual books and have had limited experience with e-readers.
Recently, I started reading again much more frequently. I flirted with the idea of getting one of these for almost a year.
Long story short, I love it. It has made reading much easier and enjoyable again for me.
The matte screen and easy to adjust illumination and text size is perfect for day, night reading. I enjoy reading it with the room blacked out at night. I also enjoy the fact you can just prop it up and easily flip a page when it is time without using both hands to hold the book.
Overall, I am very satisfied with this. I feel I am just scratching the surface on settings and preferences but even so, this is well worth it to me.",4.0
196,"I said I'd never stop reading paper books, but I'm a convert. I've had this kindle for almost a week and I've already read 2 hefty books. So excited to be reading again!

- it was an Amazon warehouse deal, so it was inexpensive and in ""good"" condition. I cannot find a single flaw. I'm so happy with my purchase.

- it's easier to read and take multiple books wherever you go, or even just grab another while you're out.

- the battery lasts forever, it's easy to navigate, and super easy to read.

- I wanted to read at night without the lamp, but also without the blue light of my phone. This checks all those boxes.

I'll update this if anything changes or I want to add to it, but so far it's been a great purchase. I wish I had committed sooner.",4.0
197,"I am not a tech person so if you need those kinds of detail keep scrolling. I had the 10 and I wanted to upgrade to get the warm light as I was having problems with the 10 being too bright and I couldn't seem to adjust it to where I needed it. The 11 is a little bigger but what I really notice is the weight this one is a little heavier so it will take me a few to adjust to that.

I purchased a case and it has a little tab on side not sure I like that and the kindle does not sit flush like my last kindle did in its case so I find myself rubbing the edge and that is annoying probably just a me thing. I am now on the hunt for a light case with no tab. overall I am enjoying the new kindle easier on my eyes. The basics are the same so far.",4.0
198,"I’ve always been a hold a book in my hand to read kind of person. However, I find myself reading more on my kindle and having access to books at my fingertips without the distraction of texts and other apps etc. is nice!

Very happy with the purchase!",4.0
199,"i started using this and kindle unlimited so i could keel from collecting stacks of books but also having something separate from my phone. i absolutely love it! it’s the perfect book size and it’s so easy traveling. (as long as the books are downloaded before) i will say tho it does glitch out sometimes such as lagging, or a blank screen, or something along those lines! that’s the only reason i wouldn’t give it a 5 star!",4.0
200,I had my last kindle which eventually packed in after 10 years. My new one is fantastic. To me its like having a Rolls Royce!,5.0
201,"This thing is wonderful. I’m a fool for not buying one sooner.

And the battery simply doesn’t die??? I can use it for a few days straight and it’ll still be alive.

Don’t pay for the ad-less Kindle. Buy a nice case instead.

Side note: Kindle Unlimited is a waste of money unless you primarily read romance. I read fiction/classics and it’s pointless to pay for the subscription after the trial.",5.0
202,"It's a Kindle. All are very nice E-readers, but this 11th Gen does not give me any ""WOW"" vibes. Coming from a 7th Gen (that met all my needs), and three previous generations, this latest iteration is just ok. Larger memory-7th Gen met my needs. Do people carry their entire library downloaded with them? Flatscreen - no bezels-nice. Power button on the bottom-already accidentally shut it off. USB-C charging port-wife and I also have a Fire, so old charger still needed. You can flip it! No worries about orientation-nice I guess. Sharper print-not so I can notice. White on black background for night reading-don't like it. Maybe I need to try it again. Warm light-I have it set for minimum. I like a white page. Waterproof- not a biggie for me. 20% faster page turning-not really noticeable to me. Longer lasting charge life-too soon to tell. But I plug in almost every night, so maybe if I still traveled for work I would appreciate this more. Leather cover-nowhere near as nice as the leather cover on my 7th Gen. So no ""game changer"" for me. Best advancements for me were backlighting-no light clipped to my Kindle!, and the ability to download library books. Ultimately I would certainly recommend to someone on the fence, however if your 7th Gen is working properly and meets your needs, I'd stick with it. From a daily reader, Cheers.
Edit: Just wanted to add that I had issues regarding this device and was taken care of by Amazon. Some folks are slamming Amazon for poor customer service. I found their customer service to be exceptional in my case.",5.0
203,"My wife is really the book worm of the house and wanted to get one of these, but the price was such that I decided I would love to have one by the bedside so I could read at night without any distracting notifications or temptations to goof off on TikTok, etc, so I got one too. It’s great for that - night reading - I strap it to my hand with a rubber band and never drop it on my face as I start dozing off like I do my heavier, harder iPhone.

What I didn’t expect is that I would totally fall in love with it and carry it around the house with me, looking for opportunities to read throughout the day. At this point I would rather read with this than a real book or any other mechanism, and I’m actually reading again… something I fell out of the habit of doing until now.",5.0
204,Se ve increíble. No cansa los ojos.,5.0
